Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
919,2,76543,T53,9765,J,K92,AJ7,T84,A852,QJ,Q842,K,QT9743,AT8,K96,AQJ32,K6
920,10,T,AQT652,KQ4,AK9,AK83,84,J93,JT64,J64,KJ97,862,832,Q9752,3,AT75,Q75
921,10,962,2,K732,KT973,AJ8,AKJ6,A54,QJ2,QT4,T953,T986,65,K753,Q874,QJ,A84
922,5,J6,K76,KQJ8,QT74,Q75,JT83,T62,953,KT8432,54,74,J86,A9,AQ92,A953,AK2
923,7,Q832,K752,J4,K86,A6,T98,KT83,A954,T754,AJ643,-,QJ73,KJ9,Q,AQ97652,T2
924,7,96,A64,A654,8432,T87,KJ972,93,A97,AKQ4,Q85,KQT8,T5,J532,T3,J72,KQJ6
925,5,AJ985,AJ,JT76,J4,732,KT9852,A5,92,KT,Q74,KQ9832,86,Q64,63,4,AKQT753
926,7,K84,98653,973,AT,QJ7,J7,KQJ,KJ987,A9532,AKQT,T852,-,T6,42,A64,Q65432
927,5,KJ952,AJ3,984,75,A8,6,KT62,QJ9842,763,K874,QJ75,T3,QT4,QT952,A3,AK6
928,2,863,KJ742,82,976,J,96,QT76,AJT832,T954,AQ3,AJ3,KQ5,AKQ72,T85,K954,4
929,5,K872,2,QJ872,K83,9,AT643,T65,AT62,T643,J875,K4,J54,AQJ5,KQ9,A93,Q97
930,10,KQJ,KJ75,Q42,Q52,-,Q6432,AKT76,A76,A642,T8,J85,KJ84,T98753,A9,93,T93
931,7,KJ5,94,KQT65,A75,A87,QJ863,872,T6,Q64,A2,A943,KJ83,T932,KT75,J,Q942
932,5,QT,KJ6,KQ64,Q965,J64,754,A753,AT2,K98753,T98,T,K73,A2,AQ32,J982,J84
933,3,T8632,75,Q742,72,AQ975,J42,A6,965,J,KQ96,JT93,KQJ3,K4,AT83,K85,AT84
934,1,KQ65,Q7,T9872,T4,A94,63,54,KQ9853,JT873,AJ,AJ,A762,2,KT98542,KQ63,J
935,6,AK,932,AJ532,A84,JT,T7,T9874,JT65,Q8654,A84,Q,Q973,9732,KQJ65,K6,K2
936,6,J9642,AT6,AJ,942,Q8,J873,Q9,AJ873,7,Q542,KT632,KQT,AKT53,K9,8754,65
937,10,AK4,A5,Q52,A6543,J862,KJT64,K9,QT,QT9,Q93,A873,987,753,872,JT64,KJ2
938,11,K982,KQT8,A94,Q6,A3,754,KQJ7,AK82,QJT5,6,862,T9743,764,AJ932,T53,J5
939,4,KQ98,K4,K87,KJ43,652,J952,T2,QT86,73,AT73,9653,975,AJT4,Q86,AQJ4,A2
940,7,K653,T43,Q86,K85,4,AK2,A7532,AT93,A92,876,J4,Q7642,QJT87,QJ95,KT9,J
941,6,T972,T4,86,AJT85,AQ,A9872,J752,K7,J85,KQJ653,AKT9,-,K643,-,Q43,Q96432
942,7,K542,A,AQT32,J84,6,KQJ93,K9654,65,AT973,T754,7,AQ2,QJ8,862,J8,KT973
943,11,KQ6,65,AK87,KQT2,AJ982,KQ84,Q964,-,74,J92,JT52,A643,T53,AT73,3,J9875
944,4,AT2,K5,62,KQT965,J654,T964,J83,J3,97,AQ8,AKQT9,A84,KQ83,J732,754,72
945,7,AK3,-,KQ832,JT763,J82,QT854,976,A8,QT95,KJ9732,A,92,764,A6,JT54,KQ54
946,10,AJ93,542,KQJ5,42,Q82,AKQT,T64,AQ3,6,9873,97,KJ9875,KT754,J6,A832,T6
947,8,T3,AT4,J6,J98542,K942,K83,K95,A73,Q876,Q97,QT84,KQ,AJ5,J652,A732,T6
948,11,A9,AKT,63,JT9543,KQ75,Q3,AQ752,K8,863,J852,KJT8,Q6,JT42,9764,94,A72
949,4,854,2,AKQJ6,9764,JT9762,865,8,KT8,AQ3,KQJ3,9,QJ532,K,AT974,T75432,A
950,5,-,AT2,8643,QJT983,KJ765,9873,AQ2,2,T92,QJ4,KT75,AK4,AQ843,K65,J9,765
951,4,Q86,KT874,J7,K75,AKT3,QJ,8,T98632,J7,A62,AKQ642,J4,9542,953,T953,AQ
952,5,Q75,J72,KJ54,AJ9,T43,KQ843,QT,862,98,AT6,A96,KQ743,AKJ62,95,8732,T5
953,6,93,AKJ86,9,Q9765,AT65,QT742,53,T2,KQJ87,9,AKT76,AJ,42,53,QJ842,K843
954,9,A987,K6,KQ2,KQ94,K4,Q9742,-,AJT873,J,AT85,T98654,65,QT6532,J3,AJ73,2
955,6,972,KJ985,5,K752,Q64,Q432,AJT62,6,A8,AT6,Q743,AQJ9,KJT53,7,K98,T843
956,9,KQT2,Q4,JT,K8542,543,AKJ,K63,AQJ7,986,T632,AQ42,93,AJ7,9875,9875,T6
957,8,Q964,KJT76,85,A2,A83,94,KQT9,KT85,KJ5,32,A432,J763,T72,AQ85,J76,Q94
958,7,AQ2,Q98652,974,T,5,KT,AK8532,7642,KJ943,A73,J,KQ95,T876,J4,QT6,AJ83
959,8,T3,K95,J94,T9853,AKQJ865,T,AQ63,K,7,QJ876,K8752,62,942,A432,T,AQJ74
960,7,A976,AK9642,85,8,K832,T3,JT976,AQ,T4,7,AKQ32,JT432,QJ5,QJ85,4,K9765
961,5,QJ2,972,542,QJT3,T953,KJ5,KQT,864,K76,AQ83,9,AK952,A84,T64,AJ8763,7
962,3,Q9852,64,AT83,Q4,T64,752,9752,KT2,AKJ73,AQJT,6,A85,-,K983,KQJ4,J9763
963,2,T98653,Q3,KQ5,J5,2,AJ9754,T64,T73,J4,K2,AJ93,AQ984,AKQ7,T86,872,K62
964,11,A2,A85,K6543,Q87,QJ6,KT74,AJ82,A5,K9753,32,T9,K964,T84,QJ96,Q7,JT32
965,7,JT4,Q3,98742,KQ5,Q9752,K98,AQ5,J6,K86,A72,JT3,AT97,A3,JT654,K6,8432
966,11,A865,AKQ974,2,93,KQT74,85,QT64,A4,J32,J62,A985,KT6,9,T3,KJ73,QJ8752
967,8,J8,J,AKQ754,KT85,63,AK986,T9,A742,KT742,T743,J86,Q,AQ95,Q52,32,J963
968,4,K52,973,Q7432,A6,J974,KT8,86,Q874,QT3,AQ64,AKT,J93,A86,J52,J95,KT52
969,7,QT432,A53,Q4,J93,A5,KQ972,AT853,8,K97,JT8,KJ7,QT74,J86,64,962,AK652
970,7,AK872,62,43,A954,-,QJ98,A652,QT832,T963,AK4,KQ98,J7,QJ54,T753,JT7,K6
971,3,J873,5,K763,K985,KQ92,QJ2,4,QJ743,T64,A9743,QJT9,A,A5,KT86,A852,T62
972,9,4,QJ954,AQJ96,T3,KT6,A763,84,QJ85,AQ52,T82,KT73,K4,J9873,K,52,A9762
973,5,AQT765,T,K2,KQ62,J3,86,JT753,AT73,98,KJ94,Q864,J94,K42,AQ7532,A9,85
974,10,QT87,AT8,T54,JT6,AKJ43,Q93,AK9,98,9652,KJ76542,Q,K,-,-,J87632,AQ75432
975,4,QT94,K84,J8,Q742,A75,T3,T754,AKJT,K32,Q76,AQ2,9863,J86,AJ952,K963,5
976,3,KT62,KJ84,62,752,954,7652,J3,AQJ9,AQJ73,AT9,KT,864,8,Q3,AQ98754,KT3
977,4,KQT54,Q3,84,QT92,J,T962,J63,KJ863,A9862,AJ5,AK97,7,73,K874,QT52,A54
978,6,3,Q96,AT76432,AJ,QT8752,873,J5,KQ,K9,KJ54,KQ,97642,AJ64,AT2,98,T853
979,7,Q82,Q763,QT2,KQ6,KT64,KT9,J4,T985,A975,4,A987,A732,J3,AJ852,K653,J4
980,7,AQJ95,976,97,QT6,763,AK4,JT52,J92,KT2,QT52,Q63,854,84,J83,AK84,AK73
981,5,AJ,AQ754,K986,72,T764,KJ3,J54,T95,953,T9862,T,AKQ8,KQ82,-,AQ732,J643
982,5,A73,K84,T95,AQ94,Q9542,AJ53,Q8,32,T8,Q762,KJ74,865,KJ6,T9,A632,KJT7
983,1,T95,J8,Q87,J6532,32,QT9642,J962,A,A4,K753,K543,Q87,KQJ876,A,AT,KT94
984,10,AQ982,-,Q53,AQ953,KJ7,A985,KT2,T76,T654,KQJT62,8,K2,3,743,AJ9764,J84
985,6,AQ82,QT,854,K742,973,A76,QT63,865,KJT65,J953,AK,QJ,4,K842,J972,AT93
986,2,75,AT873,JT5,874,832,9652,432,AQT,AJ96,J4,K6,KJ652,KQT4,KQ,AQ987,93
987,5,A3,A953,J8543,32,K4,J842,K97,Q876,QJ86,KQ6,QT62,A9,T9752,T7,A,KJT54
988,7,AQ,T9765,QT,J976,KT72,J,KJ876,KT3,J9643,A42,A54,Q2,85,KQ83,932,A854
989,4,64,KJT85,QT753,4,QJT9,3,J984,T832,A532,AQ642,-,AK75,K87,97,AK62,QJ96
990,3,T85,J74,KQ82,K42,K,A962,J5,T97653,AJ9432,Q3,A63,AQ,Q76,KT85,T974,J8
991,5,9852,T5,KJT962,4,Q643,KJ94,A,KQ72,AKJ7,Q6,53,J9653,T,A8732,Q874,AT8
992,5,Q3,J8,AK96,KJT74,9874,9632,732,A6,AK5,KT75,QJT5,Q3,JT62,AQ4,84,9852
993,8,QJ4,Q9,KT72,Q763,A85,AK86,84,J954,T932,J72,A5,AKT8,K76,T543,QJ963,2
994,12,J4,AT8,AT6,KT654,KT,QJ,KQ54,A9873,A765,K632,932,QJ,Q9832,9754,J87,2
995,5,KT753,A4,J86,AQ6,Q8,JT732,QT54,J7,A2,K86,K72,K9543,J964,Q95,A93,T82
996,8,Q82,T83,Q943,853,K6,AKQ7,82,AKQ62,JT743,654,KT5,J9,A95,J92,AJ76,T74
997,10,K732,KJ976,86,T6,AQ9,AQ,AJ74,Q982,T8,T52,KQT2,J543,J654,843,953,AK7
998,9,AJ,AQ3,Q953,J653,QT8,K8,AJT762,T2,7532,T9742,K,K74,K964,J65,84,AQ98
999,8,J9543,J4,AQ73,T9,A2,QT985,K,AKJ52,Q87,AK632,T864,7,KT6,7,J952,Q8643
