Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
918,3,J95,Q72,87,T9643,A4,T8653,Q64,AK8,KQT86,A4,JT93,Q2,732,KJ9,AK52,J75
919,8,KQJT7,6,A42,JT43,96,AQ5,K875,8765,A42,J8743,T9,AQ2,853,KT92,QJ63,K9
920,8,Q972,K98,K82,KJT,54,JT743,QJ,A872,AK86,Q5,T9753,53,JT3,A62,A64,Q964
921,8,AKQ,QJT97,T75,J8,964,AK4,A64,7654,J7532,852,KQJ,A2,T8,63,9832,KQT93
922,0,T94,KQ963,K,J652,Q87,AJ542,T8765,-,KJ532,T,942,Q943,A6,87,AQJ3,AKT87
923,7,Q65,AQJ9864,72,K,AJ743,KT,Q3,AQ53,KT982,5,T94,J864,-,732,AKJ865,T972
924,7,KJ8743,Q,9764,T7,A9,K9,KQJT5,9862,Q52,T873,A82,AQ3,T6,AJ6542,3,KJ54
925,1,J62,AKQ2,A52,T42,Q,JT87653,Q643,3,K85,-,KT87,KQJ987,AT9743,94,J9,A65
926,7,T542,QT,J85,8543,A876,AK972,Q,K97,K,J5,AKT7642,Q62,QJ93,8643,93,AJT
927,2,43,AK9643,93,KT6,T865,J82,T8,9832,KJ97,QT,AQ75,QJ4,AQ2,75,KJ642,A75
928,5,KJ85,JT65,J5,T97,T62,A82,32,KQJ82,A943,94,QT94,A54,Q7,KQ73,AK876,63
929,2,7632,982,7,AKQ82,54,Q7,AQT642,975,K8,KJT643,K98,J6,AQJT9,A5,J53,T43
930,7,AQJ6,AK87,75,J52,753,JT9,J93,AT87,T84,Q62,AK62,KQ4,K92,543,QT84,963
931,0,J95,QT6,J7,J7652,T762,KJ53,942,T4,AK43,A874,A85,A9,Q8,92,KQT63,KQ83
932,11,Q3,6,AKQ2,KJ8753,KJT8,AJ75,T7,A94,A92,KQT9843,98,Q,7654,2,J6543,T62
933,10,KQ542,-,QJT7532,9,AT6,AKQJ8,94,K87,J97,96542,6,Q654,83,T73,AK8,AJT32
934,8,Q6,AKQT96,5,K973,J9754,4,KT742,AT,AT2,87532,A96,82,K83,J,QJ83,QJ654
935,5,A5,865,T8653,652,KJ964,KJ3,74,K97,Q82,AT2,KQ92,QT8,T73,Q974,AJ,AJ43
936,8,A6,AKT72,AQ2,T62,98,QJ64,9,KJ9753,7532,95,KJ876,84,KQJT4,83,T543,AQ
937,8,A854,AQT743,K53,-,Q2,K65,AQT74,832,KJ73,9,J92,AJ964,T96,J82,86,KQT75
938,6,AK765,82,AT43,T2,9,KJ,K865,KQ9654,QT843,A97,J9,AJ8,J2,QT6543,Q72,73
939,9,J75,T73,AKT542,3,AT62,J2,93,AKQ86,Q,AK54,QJ6,JT954,K9843,Q986,87,72
940,2,-,QT87642,73,K543,AQJT853,J,J86,62,K97,AK95,AKQ4,J9,642,3,T952,AQT87
941,6,AJ73,8643,42,KJ7,54,QT7,T8753,A98,T62,J52,QJ96,643,KQ98,AK9,AK,QT52
942,5,QJ63,T983,92,KQJ,KT42,J7,AT765,87,-,AKQ65,KQ4,A9643,A9875,42,J83,T52
943,5,QT73,Q987,Q43,AJ,A865,A65,J96,T75,K9,J432,KT52,Q64,J42,KT,A87,K9832
944,11,AQ762,KT5,96,QT8,K3,A63,AKQ4,A942,54,Q872,JT87,K76,JT98,J94,532,J53
945,6,4,Q63,943,AK8532,K873,AJ4,QJT65,9,J652,KT,AK872,74,AQT9,98752,-,QJT6
946,5,A72,Q7,K87,T7543,JT9843,T9,A42,A9,Q6,K8632,T653,KJ,K5,AJ54,QJ9,Q862
947,9,Q975,AQ,J3,AKJT9,842,J9,AQ9652,75,AT6,KT7543,8,832,KJ3,862,KT74,Q64
948,11,64,AT,AKQT95,953,AKT2,J3,43,AKQJ6,QJ83,Q654,6,T742,975,K9872,J872,8
949,3,J62,A98,AQ9,9754,A4,J532,T7654,83,T8,KT764,J32,QT6,KQ9753,Q,K8,AKJ2
950,7,K,QJT98,3,T98543,AT76,A754,QT74,A,J9852,-,KJ5,KQJ76,Q43,K632,A9862,2
951,6,T654,A,KQ762,K75,K7,J643,AJT4,984,J93,KT9752,3,T63,AQ82,Q8,985,AQJ2
952,1,73,J862,9642,963,QT,Q93,AT5,JT874,K962,74,KQJ7,AQ2,AJ854,AKT5,83,K5
953,6,764,QT9742,32,63,AJT95,K8,AJT,AQ5,KQ832,-,8754,KJ92,-,AJ653,KQ96,T874
954,9,K4,Q764,JT63,982,AT2,95,AQ972,AK3,QJ9763,T,84,T754,85,AKJ832,K5,QJ6
955,3,Q3,QJ,AKJ8742,J6,76,KT952,T5,T532,AJT4,A76,Q9,KQ98,K9852,843,63,A74
956,6,6,KJT64,Q764,653,K543,A97,83,AJ84,T872,2,AKT5,KT72,AQJ9,Q853,J92,Q9
957,0,95,KT5,T43,QT643,Q8763,763,J8,KJ9,AT2,Q842,A9762,2,KJ4,AJ9,KQ5,A875
958,6,862,QJT5,AJ8,A72,9743,K86,K7,J985,AK5,432,9542,Q43,QJT,A97,QT63,KT6
959,4,T52,QJ97,643,KT5,J,A42,T9875,A942,AK986,KT,Q2,QJ83,Q743,8653,AKJ,76
960,6,KJ642,32,AT87,65,AQ53,874,Q3,JT97,T87,AKQJ,K4,Q432,9,T965,J9652,AK8
961,10,K4,J95,T84,J8542,AQ5,KT3,KQJ9,AQ3,973,A87,A7653,76,JT862,Q642,2,KT9
962,6,Q63,Q842,J97,Q82,2,K3,A6542,AJT53,T875,AT7,T3,9764,AKJ94,J965,KQ8,K
963,9,AKQ32,9654,J974,-,JT8,AKQJ,Q,QJ632,54,83,KT532,T875,976,T72,A86,AK94
964,1,T82,T7432,J982,K,Q4,A65,3,JT98753,973,KQJ,AQT6,AQ4,AKJ65,98,K754,62
965,3,JT854,5,QJ542,A2,A72,K9872,97,853,63,Q63,AK86,QT94,KQ9,AJT4,T3,KJ76
966,5,842,Q82,AK,AK985,T95,J43,JT932,J7,J763,K76,84,QT42,AKQ,AT95,Q765,63
967,10,AKJT985,T2,T,AJ6,3,AQ85,K64,97532,Q7,J643,AJ8732,T,642,K97,Q95,KQ84
968,6,T65,Q853,KT3,854,Q42,KT,AQ954,K76,A987,A42,J82,AJ9,KJ3,J976,76,QT32
969,7,KJT5,73,A5,KJ942,764,KQ86,KQ642,6,A983,AJ542,97,Q8,Q2,T9,JT83,AT753
970,6,K832,4,QJ865,QJ7,J7,QT32,A7,KT543,965,AJ,KT932,A96,AQT4,K98765,4,82
971,1,Q5,A7,JT742,J954,983,64,Q985,K762,AK7,KJ8532,K6,A3,JT642,QT9,A3,QT8
972,4,Q7642,74,K,AJ754,T,AK963,T962,T83,K98,J52,AQ853,92,AJ53,QT8,J74,KQ6
973,7,AKQT9,A762,642,6,7652,95,KQT73,K8,J8,K843,AJ85,QJ3,43,QJT,9,AT97542
974,2,9,A6532,A9732,84,Q2,QJ8,T4,JT9653,T873,T7,865,AKQ7,AKJ654,K94,KQJ,2
975,5,T63,Q4,JT8654,72,AKQ82,A9865,K3,9,J5,JT3,AQ97,J863,974,K72,2,AKQT54
976,5,Q8,AKQ752,83,KQJ,T952,T4,K42,9854,KJ763,63,AQ95,T7,A4,J98,JT76,A632
977,9,AT762,6,K987,AK9,853,AJ98,A,QJ654,K4,T542,QJ62,732,QJ9,KQ73,T543,T8
978,6,Q9762,8,A84,Q764,854,JT64,QJ92,AJ,AKJ,K753,T3,T532,T3,AQ92,K765,K98
979,7,JT64,KT5,J85,A92,KQ73,A96,Q64,643,98,QJ7432,32,QT5,A52,8,AKT97,KJ87
980,3,T52,98753,7,K652,A96,A2,AJT32,T73,KJ43,Q4,Q8654,J8,Q87,KJT6,K9,AQ94
981,6,753,K64,8654,742,KQT,AJ73,A92,KT5,62,Q852,KQJ3,A83,AJ984,T9,T7,QJ96
982,6,87,AQ9632,952,74,KJ3,KT75,AKQ73,K,954,8,T84,AJT962,AQT62,J4,J6,Q853
983,5,Q9,A52,T72,A9842,AT8762,3,Q984,75,K4,K874,K653,KJ3,J53,QJT96,AJ,QT6
984,6,T96532,AJ,Q4,764,8,K62,KT732,KT92,KJ4,QT85,65,AJ83,AQ7,9743,AJ98,Q5
985,8,QT,AQJ64,973,AQ6,AJ8543,T95,QT5,4,K972,K72,J6,9853,6,83,AK842,KJT72
986,11,QJT87,5,A3,AQ954,A32,AKJ,QJ874,83,965,Q9732,K952,T,K4,T864,T6,KJ762
987,7,T65,AKT9843,A3,6,J3,2,KT6542,KT83,A9872,QJ,97,Q972,KQ4,765,QJ8,AJ54
988,5,Q765,T97,AQT,AJ4,943,865,K864,QT5,AKJ,Q,J975,K8632,T82,AKJ432,32,97
989,6,J6,Q97,QT76,AJ85,A84,T854,AJ53,QT,KQ752,A,K84,9632,T93,KJ632,92,K74
990,4,J32,AQJ96,53,876,AK985,K754,-,J542,7,T32,AJT976,AQT,QT64,8,KQ842,K93
991,7,T,K653,752,AKQT2,AK654,Q97,Q8,J93,J8732,AT42,K43,8,Q9,J8,AJT96,7654
992,1,KQT63,Q75,A3,Q54,8752,J42,9652,86,4,AT986,QJ874,T7,AJ9,K3,KT,AKJ932
993,2,K652,86432,-,AT92,97,KT95,KJ94,J84,JT4,AQ,AQ752,K63,AQ83,J7,T863,Q75
994,3,KJ74,KQT42,T,Q87,82,97,J83,KJT642,AT53,AJ,K6542,A3,Q96,8653,AQ97,95
995,7,T54,KQ,AKJ98,QT3,Q,A9864,543,AK62,J32,T753,QT,J754,AK9876,J2,762,98
996,9,A87542,Q2,KJ8,A4,KT96,764,A652,J3,J3,AK53,94,K9865,Q,JT98,QT73,QT72
997,9,A,T32,AJ96,AKJ52,QJ73,875,KQT42,6,KT94,QJ9,73,Q983,8652,AK64,85,T74
998,7,K98,T3,AK2,AJ862,QT6,85,T98,KQ543,J52,AQ72,Q753,97,A743,KJ964,J64,T
999,3,J,K876532,6,Q743,AK9542,T9,84,KT2,Q3,Q4,AQJ752,986,T876,AJ,KT93,AJ5
