Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
919,7,K98,AQ854,J,9763,AT75,KT,T854,K85,QJ4,6,KQ632,QJT4,632,J9732,A97,A2
920,1,J92,KT64,Q85,K76,K63,9875,9,J8532,Q74,3,AJ7432,A94,AT85,AQJ2,KT6,QT
921,9,AK4,AJ642,82,JT3,982,Q75,AJT43,A9,T65,KT83,Q9,Q762,QJ73,9,K765,K854
922,8,KT964,Q42,T8,764,Q8,A,KJ54,AQJ852,J52,K9863,Q32,K9,A73,JT75,A976,T3
923,4,9,AT763,AK986,T9,KQ8732,8,T5,8742,JT65,54,Q74,KQJ6,A4,KQJ92,J32,A53
924,7,T,A842,J754,AQ92,AJ98754,-,3,T8754,K63,KQJT97,K2,K6,Q2,653,AQT986,J3
925,8,985,AKJ73,Q3,J43,AQJT432,982,AT,T,7,QT4,KJ54,KQ652,K6,65,98762,A987
926,4,K8532,754,AJ,KT8,T,K98,T982,J7432,AQ74,QT,Q73,AQ95,J96,AJ632,K654,6
927,3,95,653,75,AQT963,876,AQT87,K84,KJ,T42,92,AT632,872,AKQJ3,KJ4,QJ9,54
928,2,Q2,AQ984,A983,32,8754,T63,T2,J854,KJT93,75,KQ54,96,A6,KJ2,J76,AKQT7
929,7,JT,J976,Q3,AQ864,Q9762,T,KJ97,KT9,A8543,Q432,-,J753,K,AK85,AT86542,2
930,12,62,AKT62,96,KQ92,AT4,9853,AQ2,A85,K97,QJ4,J54,JT74,QJ853,7,KT873,63
931,6,KJ86543,7,A95,42,A9,QT9,KQ73,J865,T,8532,JT42,KQ73,Q72,AKJ64,86,AT9
932,2,AJ42,K643,J974,7,8753,T752,Q62,J2,K96,AJ98,53,K964,QT,Q,AKT8,AQT853
933,6,9,7,A6543,Q97632,AKQJT,JT52,KT82,-,6543,Q9643,Q,854,872,AK8,J97,AKJT
934,2,K,K842,4,T975432,J73,Q73,QT76,KQ6,QT652,AT6,AKJ3,J,A984,J95,9852,A8
935,8,KQT87,A7,JT5,KQT,6,9865,AKQ,J8654,AJ953,K42,94,A92,42,QJT3,87632,73
936,9,-,9872,A542,AQT64,AQJT9,AT54,K8,75,7432,J3,Q63,J983,K865,KQ6,JT97,K2
937,11,AKJ,J7,KJ93,AJ82,3,AQ842,AQ4,T954,T954,K93,T,KQ763,Q8762,T65,87652,-
938,4,QT8,KJT543,84,J5,653,7,A53,KQT932,AK42,92,QT92,A74,J97,AQ86,KJ76,86
939,7,T2,AKT732,AT63,4,J986,Q54,J5,QJ85,Q753,8,Q874,K973,AK4,J96,K92,AT62
940,5,954,A4,T92,J8643,QJ76,J982,KJ3,K9,A,653,A87654,T52,KT832,KQT7,Q,AQ7
941,8,K97,A94,AKT63,J3,AJT62,QT87653,-,8,43,KJ,J942,A9765,Q85,2,Q875,KQT42
942,7,K3,QJ74,K432,J62,A862,5,AQ986,Q98,974,K8632,JT5,74,QJT5,AT9,7,AKT53
943,4,QJ43,T9,98,QT982,876,A732,K654,A3,AKT95,Q6,AJT,KJ7,2,KJ854,Q732,654
944,5,K7,AQ432,Q94,K53,64,KT9875,KT,JT6,QT9853,-,A87,A842,AJ2,J6,J6532,Q97
945,1,632,K5,632,87542,J754,JT42,K54,QJ,AKT,AQ73,AJT,AT6,Q98,986,Q987,K93
946,10,AT542,KJ9,J6,932,Q,A6432,AKQ9,QT4,9873,QT5,T8432,5,KJ6,87,75,AKJ876
947,9,KQ6,-,K872,AK9852,T97,JT987,AJ64,Q,A8543,653,QT,T73,J2,AKQ42,953,J64
948,6,KQJT,A98,K9,JT98,9843,JT2,QT632,4,A765,K75,AJ,AQ72,2,Q643,8754,K653
949,5,J54,Q9876,53,J54,KT62,AK5,6,KQ972,A73,JT2,KT97,AT3,Q98,43,AQJ842,86
950,7,T854,QJ,K984,J32,J7,A9742,AJ5,QT7,AKQ96,853,762,A9,32,KT6,QT3,K8654
951,9,74,KT3,T52,AKJT6,A95,AQJ95,A763,8,KT63,642,KQ9,953,QJ82,87,J84,Q742
952,6,AK65,KT852,AJT5,-,QJ98432,64,Q63,5,T,A973,K9,KQT764,7,QJ,8742,AJ9832
953,4,873,7,KQJ95432,8,AJ92,KT98,T,AT72,KT64,AQ543,A6,94,Q5,J62,87,KQJ653
954,10,KJ8,AQ86,A62,KT5,2,K974,K984,QJ86,AQT94,53,JT53,42,7653,JT2,Q7,A973
955,8,Q73,Q6,T86,AJ642,AJ8,K74,KJ9742,8,T96542,A9832,5,K,K,JT5,AQ3,QT9753
956,7,Q853,A763,J,J875,AK74,QT,K85,K943,T62,K84,Q764,QT2,J9,J952,AT932,A6
957,4,T632,Q9653,QJ2,9,Q98,AT,T754,KT74,-,J8742,K98,Q8652,AKJ754,K,A63,AJ3
958,11,A7432,AQ7,AT82,K,KT986,K,K5,Q9873,Q5,JT86542,Q,A64,J,93,J97643,JT52
959,3,-,J87543,J643,Q42,Q854,Q6,K95,AJ73,AKT7,AT92,AQ8,65,J9632,K,T72,KT98
960,1,3,T973,JT943,JT7,T8,642,KQ7,KQ986,K654,QJ85,A862,5,AQJ972,AK,5,A432
961,7,843,KJ54,Q6532,Q,KJT,AQ98,T,A9642,AQ97,6,AKJ94,JT8,652,T732,87,K753
962,7,AQ8,A872,A63,K85,KJ5,JT,T82,JT764,T2,Q543,KJ74,932,97643,K96,Q95,AQ
963,3,97543,A432,A76,4,KQT62,8,K95,T765,J8,7,Q832,AKQ983,A,KQJT965,JT4,J2
964,2,Q93,K754,64,J763,8,86,K8753,AKQ54,KJ765,Q32,AJT92,-,AT42,AJT9,Q,T982
965,4,T982,T832,T96,97,A76,7,KQJ2,KT432,QJ43,AKQ54,A53,6,K5,J96,874,AQJ85
966,8,AKT9,Q965,KQ3,T2,J43,AT8,AJ86,J98,Q765,J432,95,765,82,K7,T742,AKQ43
967,3,KT543,A42,T643,J,972,T853,A7,A853,J6,Q976,KJ8,K962,AQ8,KJ,Q952,QT74
968,2,QJ9532,7,T975,93,74,93,KQJ3,QT872,KT8,JT62,A64,654,A6,AKQ854,82,AKJ
969,2,QJ96,82,QT9864,7,852,Q543,7,KT932,KT3,AK96,J3,J865,A74,JT7,AK52,AQ4
970,7,642,KJ87643,T6,Q,J83,A9,K52,AT765,T9,Q52,Q98743,K8,AKQ75,T,AJ,J9432
971,8,87,AQ5,QT83,AKT4,9642,J2,A7,QJ963,KJT3,K9873,K652,-,AQ5,T64,J94,8752
972,2,KQ32,-,KT9832,T62,65,Q9753,76,A754,-,AJT842,J4,KQJ83,AJT9874,K6,AQ5,9
973,4,K5,QT92,97632,Q7,J6,KJ653,AT,T983,A87432,7,K85,AJ5,QT9,A84,QJ4,K642
974,4,932,AJ986,QJ9,Q7,A654,T52,82,JT52,J8,KQ743,AK,A864,KQT7,-,T76543,K93
975,5,J853,953,86,KT32,T9,AJ87,A43,QJ76,AKQ642,K6,KQ72,5,7,QT42,JT95,A984
976,5,JT83,Q6,QT98,QJ3,AQ974,T9,642,A62,K,AK8742,KJ3,K94,652,J53,A75,T875
977,9,AT2,KQJT5,85,Q83,Q93,A82,KQ42,KT2,8,973,AJ976,7654,KJ7654,64,T3,AJ9
978,5,A97,K543,A984,QJ,T86,J62,Q6,K6532,J542,T97,T532,A9,KQ3,AQ8,KJ7,T874
979,7,Q8,AQJ5,QT975,53,KJ,9743,K64,AJT8,T97632,K6,J2,Q72,A54,T82,A83,K964
980,9,AKQ86,93,KJ93,A3,954,KJ4,76,KT974,T732,A5,AT852,86,J,QT8762,Q4,QJ52
981,3,Q752,987,82,J852,6,AK542,AT64,T94,KT43,QJ6,K93,KQ3,AJ98,T3,QJ75,A76
982,12,AK965,T7,AJ98,A7,Q83,A83,KQ543,J6,JT,Q6542,T7,T982,742,KJ9,62,KQ543
983,10,AJ7,AT93,AJ5,QJ9,Q3,862,K9873,AT2,862,KJ754,QT2,K7,KT954,Q,64,86543
984,8,KJ974,87,Q83,KJT,A2,AQ642,J2,A974,653,KT5,KT964,85,QT8,J93,A75,Q632
985,4,A752,AT42,T8,962,Q64,KQJ865,-,Q873,J9,73,KJ76532,J5,KT83,9,AQ94,AKT4
986,8,AKQJ3,632,JT6,J9,87,Q74,K982,KT63,T652,AJ5,A7,A875,94,KT98,Q543,Q42
987,13,AK93,A6432,QJ8,A,J8,KQ,AT975,K652,QT65,JT9875,2,73,742,-,K643,QJT984
988,2,KJ532,T,Q962,Q87,A94,54,T753,J965,T87,AJ8763,K8,T2,Q6,KQ92,AJ4,AK43
989,4,JT432,K92,72,K87,765,JT5,KQT6,Q96,Q9,A763,84,AT432,AK8,Q84,AJ953,J5
990,6,AJ7,J85,QT9,KQ42,4,KQ97,A74,J9873,Q986,T643,KJ,AT6,KT532,A2,86532,5
991,5,Q7,K5,AQJ3,KJT76,96543,T987,K2,Q8,AKJ8,64,98765,43,T2,AQJ32,T4,A952
992,8,AJT952,2,A7,QJ74,KQ843,A4,JT,KT96,7,JT7653,92,A852,6,KQ98,KQ86543,3
993,5,T432,A6,92,KQJT2,K865,KJT95,Q4,A6,AQJ7,83,653,9873,9,Q742,AKJT87,54
994,5,K3,J87,KQ853,Q83,Q8,Q962,964,KJ75,T962,K54,AT,A942,AJ754,AT3,J72,T6
995,5,J98732,KQT2,-,Q74,Q5,853,QJ873,KT3,-,9764,A965,J9852,AKT64,AJ,KT42,A6
996,6,7,AK73,K43,AJ653,J986,JT92,QT85,7,AKQ3,4,J62,KQ842,T542,Q865,A97,T9
997,9,K9,984,KJT72,K83,A65,QT7,84,AJ654,Q83,J65,AQ53,T97,JT742,AK32,96,Q2
998,1,76,J86,972,T7642,KQT43,T9532,-,Q85,J95,K4,QT84,KJ93,A82,AQ7,AKJ653,A
999,7,Q9,AT9,Q64,T9862,AT65432,7,52,AKQ,J8,53,AKT987,J73,K7,KQJ8642,J3,54
